BOOT: COLD start (reason=no_marker)
============================================================
  WARRIOR BOT — SUB-BOT (IBKR data + Alpaca exec hybrid)
  Data:    IB Gateway port 4002 clientId=2
  Exec:    AlpacaBroker (paper=true)
  State:   session_state_alpaca/
  Cache:   tick_cache_alpaca/
  Squeeze: OFF
  MP: OFF
  MP V2 (Re-Entry): OFF
  Short: OFF
  Max entries/day: unlimited
  Buying power: 50% of 2x margin
  Port: 4002
  Risk: 3.5% per trade
  Starting Equity: $30,000
  Max Daily Loss: $3,000 (2% of equity, scaling)
  Windows: 04:00-20:00
  SQ Target R: 1.5
  WB notional cap (at starting equity $30,000): effective=$30,000 (equity_cap=$30,000, floor=$10,000, ceiling=$50,000)
  WB pyramid: OFF
============================================================
⚠️  WARNING: WB_SQUEEZE_ENABLED is OFF — bot will not trade squeezes!
  Set WB_SQUEEZE_ENABLED=1 in .env or environment to enable.

Pre-flight port check:
  Port 4002: IN USE
  Port 7497: free
  Watchdog: armed (kills bot if main thread frozen >120s)
Alpaca connected (PAPER)
📦 Tick flush thread started (every 30s)
📊 Risk flush thread started (every 60s)
Connected: True
Account: ['DUQ143444']
Broker: ALPACA
  Position sync: No open positions at broker. Clean start.
Account equity: $28,321
EPL initialized: 1 strategies registered

Bot running. Windows: 04:00-20:00 ET. Ctrl+C to stop.
[04:01:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[12:40 ET] LNKS CHART | O=1.89 H=1.95 L=1.87 C=1.93 V=54,612 | EMA9=none VWAP=2.03 (-4.9%) HOD=2.47 PM_H=2.47 | MACD=N/A vol_ratio=0.0x avg_vol=0 bars=0 | sq=N/A armed=none
[12:40 ET] LNKS CHART | O=1.93 H=1.96 L=1.93 C=1.94 V=46,098 | EMA9=none VWAP=2.03 (-4.3%) HOD=2.47 PM_H=2.47 | MACD=N/A vol_ratio=0.0x avg_vol=0 bars=0 | sq=N/A armed=none
[12:40 ET] LNKS CHART | O=1.95 H=1.95 L=1.89 C=1.90 V=46,277 | EMA9=none VWAP=2.03 (-6.3%) HOD=2.47 PM_H=2.47 | MACD=N/A vol_ratio=0.0x avg_vol=0 bars=0 | sq=N/A armed=none
[12:40 ET] LNKS CHART | O=1.91 H=1.92 L=1.89 C=1.91 V=23,091 | EMA9=none VWAP=2.03 (-5.8%) HOD=2.47 PM_H=2.47 | MACD=N/A vol_ratio=0.0x avg_vol=0 bars=0 | sq=N/A armed=none
[12:40 ET] LNKS CHART | O=1.92 H=1.93 L=1.89 C=1.89 V=13,292 | EMA9=none VWAP=2.03 (-6.7%) HOD=2.47 PM_H=2.47 | MACD=N/A vol_ratio=0.0x avg_vol=0 bars=0 | sq=N/A armed=none
[12:40 ET] LNKS CHART | O=1.89 H=1.90 L=1.88 C=1.89 V=17,848 | EMA9=none VWAP=2.03 (-6.7%) HOD=2.47 PM_H=2.47 | MACD=N/A vol_ratio=0.0x avg_vol=0 bars=0 | sq=N/A armed=none
[12:40 ET] LNKS CHART | O=1.90 H=1.90 L=1.89 C=1.89 V=16,851 | EMA9=none VWAP=2.03 (-6.7%) HOD=2.47 PM_H=2.47 | MACD=N/A vol_ratio=0.0x avg_vol=0 bars=0 | sq=N/A armed=none
[12:40 ET] LNKS CHART | O=1.89 H=1.90 L=1.88 C=1.90 V=15,327 | EMA9=none VWAP=2.03 (-6.2%) HOD=2.47 PM_H=2.47 | MACD=N/A vol_ratio=0.0x avg_vol=0 bars=0 | sq=N/A armed=none
[12:40 ET] LNKS CHART | O=1.90 H=1.91 L=1.88 C=1.91 V=19,603 | EMA9=none VWAP=2.02 (-5.7%) HOD=2.47 PM_H=2.47 | MACD=N/A vol_ratio=0.0x avg_vol=0 bars=0 | sq=N/A armed=none
[12:40 ET] LNKS CHART | O=1.91 H=1.92 L=1.89 C=1.90 V=19,404 | EMA9=none VWAP=2.02 (-6.1%) HOD=2.47 PM_H=2.47 | MACD=N/A vol_ratio=0.0x avg_vol=0 bars=0 | sq=N/A armed=none
[12:40 ET] LNKS CHART | O=1.89 H=1.91 L=1.89 C=1.90 V=5,482 | EMA9=none VWAP=2.02 (-6.1%) HOD=2.47 PM_H=2.47 | MACD=N/A vol_ratio=0.0x avg_vol=0 bars=0 | sq=N/A armed=none
[12:40 ET] LNKS CHART | O=1.89 H=1.92 L=1.89 C=1.91 V=20,570 | EMA9=none VWAP=2.02 (-5.6%) HOD=2.47 PM_H=2.47 | MACD=N/A vol_ratio=0.0x avg_vol=0 bars=0 | sq=N/A armed=none
[12:40 ET] LNKS CHART | O=1.90 H=1.91 L=1.89 C=1.91 V=8,438 | EMA9=none VWAP=2.02 (-5.6%) HOD=2.47 PM_H=2.47 | MACD=N/A vol_ratio=0.0x avg_vol=0 bars=0 | sq=N/A armed=none
[12:40 ET] LNKS CHART | O=1.91 H=1.91 L=1.90 C=1.91 V=25,525 | EMA9=none VWAP=2.02 (-5.6%) HOD=2.47 PM_H=2.47 | MACD=N/A vol_ratio=0.0x avg_vol=0 bars=0 | sq=N/A armed=none
[12:40 ET] LNKS CHART | O=1.90 H=1.91 L=1.90 C=1.91 V=4,569 | EMA9=none VWAP=2.02 (-5.6%) HOD=2.47 PM_H=2.47 | MACD=N/A vol_ratio=0.0x avg_vol=0 bars=0 | sq=N/A armed=none
[12:40 ET] LNKS CHART | O=1.91 H=1.91 L=1.89 C=1.91 V=23,375 | EMA9=none VWAP=2.02 (-5.6%) HOD=2.47 PM_H=2.47 | MACD=N/A vol_ratio=0.0x avg_vol=0 bars=0 | sq=N/A armed=none
[12:40 ET] LNKS CHART | O=1.91 H=1.93 L=1.91 C=1.93 V=14,309 | EMA9=none VWAP=2.02 (-4.6%) HOD=2.47 PM_H=2.47 | MACD=N/A vol_ratio=0.0x avg_vol=0 bars=0 | sq=N/A armed=none
[12:40 ET] LNKS CHART | O=1.93 H=1.94 L=1.92 C=1.94 V=18,147 | EMA9=none VWAP=2.02 (-4.1%) HOD=2.47 PM_H=2.47 | MACD=N/A vol_ratio=0.0x avg_vol=0 bars=0 | sq=N/A armed=none
[12:40 ET] LNKS CHART | O=1.94 H=1.94 L=1.89 C=1.90 V=19,181 | EMA9=none VWAP=2.02 (-6.0%) HOD=2.47 PM_H=2.47 | MACD=N/A vol_ratio=0.0x avg_vol=0 bars=0 | sq=N/A armed=none
[12:40 ET] LNKS CHART | O=1.90 H=1.90 L=1.83 C=1.83 V=81,095 | EMA9=none VWAP=2.02 (-9.4%) HOD=2.47 PM_H=2.47 | MACD=N/A vol_ratio=0.0x avg_vol=0 bars=0 | sq=N/A armed=none
[12:40 ET] LNKS CHART | O=1.83 H=1.86 L=1.83 C=1.85 V=36,368 | EMA9=none VWAP=2.02 (-8.3%) HOD=2.47 PM_H=2.47 | MACD=N/A vol_ratio=0.0x avg_vol=0 bars=0 | sq=N/A armed=none
[12:40 ET] LNKS CHART | O=1.85 H=1.86 L=1.83 C=1.84 V=17,713 | EMA9=none VWAP=2.02 (-8.8%) HOD=2.47 PM_H=2.47 | MACD=N/A vol_ratio=0.0x avg_vol=0 bars=0 | sq=N/A armed=none
[12:40 ET] LNKS CHART | O=2.02 H=2.03 L=2.00 C=2.02 V=22,761 | EMA9=none VWAP=2.02 (+0.1%) HOD=2.47 PM_H=2.47 | MACD=N/A vol_ratio=0.0x avg_vol=0 bars=0 | sq=N/A armed=none
[12:40 ET] LNKS CHART | O=2.02 H=2.02 L=1.98 C=1.99 V=13,121 | EMA9=none VWAP=2.02 (-1.4%) HOD=2.47 PM_H=2.47 | MACD=N/A vol_ratio=0.0x avg_vol=0 bars=0 | sq=N/A armed=none
[12:40 ET] LNKS CHART | O=1.99 H=2.00 L=1.98 C=1.98 V=21,676 | EMA9=none VWAP=2.02 (-1.9%) HOD=2.47 PM_H=2.47 | MACD=N/A vol_ratio=0.0x avg_vol=0 bars=0 | sq=N/A armed=none
[12:40 ET] LNKS CHART | O=1.98 H=1.99 L=1.98 C=1.99 V=7,918 | EMA9=none VWAP=2.02 (-1.6%) HOD=2.47 PM_H=2.47 | MACD=N/A vol_ratio=0.0x avg_vol=0 bars=0 | sq=N/A armed=none
[12:40 ET] LNKS CHART | O=1.98 H=1.99 L=1.96 C=1.97 V=24,421 | EMA9=none VWAP=2.02 (-2.3%) HOD=2.47 PM_H=2.47 | MACD=N/A vol_ratio=0.0x avg_vol=0 bars=0 | sq=N/A armed=none
[12:40 ET] LNKS CHART | O=1.97 H=1.98 L=1.95 C=1.96 V=28,971 | EMA9=none VWAP=2.02 (-2.9%) HOD=2.47 PM_H=2.47 | MACD=N/A vol_ratio=0.0x avg_vol=0 bars=0 | sq=N/A armed=none
[12:40 ET] LNKS CHART | O=1.95 H=1.97 L=1.95 C=1.95 V=18,229 | EMA9=none VWAP=2.02 (-3.3%) HOD=2.47 PM_H=2.47 | MACD=N/A vol_ratio=0.0x avg_vol=0 bars=0 | sq=N/A armed=none
🔥 Seeded LNKS: 51865 ticks → 0 bars (51865 ticks/bar avg)
✅ Subscribed: LNKS
[12:40 ET] LNKS CHART | O=1.96 H=1.96 L=1.93 C=1.93 V=14,238 | EMA9=none VWAP=2.02 (-4.3%) HOD=2.47 PM_H=2.47 | MACD=N/A vol_ratio=0.0x avg_vol=0 bars=0 | sq=N/A armed=none
  Tick cache: LESL → +334 ticks (total 53,937)
  Tick cache: LNKS → +51,888 ticks (total 52,005)
  Tick cache: MOBX → +105 ticks (total 105)
📦 Tick cache saved: 3 symbols → tick_cache_alpaca/2026-05-14/
  Tick cache: LESL → +313 ticks (total 54,250)
  Tick cache: MOBX → +167 ticks (total 272)
  Tick cache: LNKS → +24 ticks (total 52,029)
📦 Tick cache saved: 3 symbols → tick_cache_alpaca/2026-05-14/
  Tick cache: MOBX → +145 ticks (total 417)
  Tick cache: LESL → +238 ticks (total 54,488)
  Tick cache: LNKS → +24 ticks (total 52,053)
📦 Tick cache saved: 3 symbols → tick_cache_alpaca/2026-05-14/
  Tick cache: LESL → +256 ticks (total 54,744)
  Tick cache: MOBX → +151 ticks (total 568)
  Tick cache: LNKS → +22 ticks (total 52,075)
📦 Tick cache saved: 3 symbols → tick_cache_alpaca/2026-05-14/
  [SEED] MOBX: 50969 ticks so far, jumping to recent 90min for full context
[WB] [12:42 ET] MOBX WB_OBSERVE: wave_id=1 dir=up mag=1.05%
[WB] [12:42 ET] MOBX WB_DOWNWAVE: wave_id=2 score=0 (< 7, no arm)
[WB] [12:42 ET] MOBX WB_DOWNWAVE: wave_id=3 score=5 (< 7, no arm)
[WB] [12:42 ET] MOBX WB_OBSERVE: wave_id=4 dir=up mag=1.66%
[WB] [12:42 ET] MOBX WB_DOWNWAVE: wave_id=5 score=5 (< 7, no arm)
[WB] [12:42 ET] MOBX WB_OBSERVE: wave_id=6 dir=up mag=1.49%
[WB] [12:42 ET] MOBX WB_DOWNWAVE: wave_id=7 score=5 (< 7, no arm)
[WB] [12:42 ET] MOBX WB_DOWNWAVE: wave_id=8 score=2 (< 7, no arm)
[WB] [12:42 ET] MOBX WB_OBSERVE: wave_id=9 dir=up mag=2.27%
[WB] [12:42 ET] MOBX WB_OBSERVE: wave_id=10 dir=up mag=3.43%
[WB] [12:42 ET] MOBX WB_OBSERVE: wave_id=11 dir=up mag=1.70%
[WB] [12:42 ET] MOBX WB_OBSERVE: wave_id=12 dir=up mag=1.53%
[WB] [12:42 ET] MOBX WB_DOWNWAVE: wave_id=13 score=5 (< 7, no arm)
[WB] [12:42 ET] MOBX WB_OBSERVE: wave_id=14 dir=up mag=2.30%
[WB] [12:42 ET] MOBX WB_OBSERVE: wave_id=15 dir=up mag=1.16%
[WB] [12:42 ET] MOBX WB_DOWNWAVE: wave_id=16 score=5 (< 7, no arm)
[WB] [12:42 ET] MOBX WB_OBSERVE: wave_id=17 dir=up mag=1.17%
[WB] [12:42 ET] MOBX WB_OBSERVE: wave_id=18 dir=up mag=3.49%
[WB] [12:42 ET] MOBX WB_OBSERVE: wave_id=19 dir=up mag=3.49%
[WB] [12:42 ET] MOBX WB_DOWNWAVE: wave_id=20 score=3 (< 7, no arm)
[WB] [12:42 ET] MOBX WB_OBSERVE: wave_id=21 dir=up mag=4.09%
[WB] [12:42 ET] MOBX WB_DOWNWAVE: wave_id=22 score=5 (< 7, no arm)
[WB] [12:42 ET] MOBX WB_OBSERVE: wave_id=23 dir=up mag=3.28%
[WB] [12:42 ET] MOBX WB_OBSERVE: wave_id=24 dir=up mag=1.16%
[WB] [12:42 ET] MOBX WB_OBSERVE: wave_id=25 dir=up mag=2.30%
[WB] [12:42 ET] MOBX WB_DOWNWAVE: wave_id=26 score=4 (< 7, no arm)
[WB] [12:42 ET] MOBX WB_OBSERVE: wave_id=27 dir=up mag=1.75%
[WB] [12:42 ET] MOBX WB_OBSERVE: wave_id=28 dir=up mag=14.50%
🔥 Seeded MOBX: 51998 ticks → 0 bars (51998 ticks/bar avg)
✅ Subscribed: MOBX
  Tick cache: MOBX → +52,074 ticks (total 52,642)
  Tick cache: LESL → +327 ticks (total 55,071)
  Tick cache: LNKS → +50 ticks (total 52,125)
  Tick cache: QUCY → +164 ticks (total 164)
📦 Tick cache saved: 4 symbols → tick_cache_alpaca/2026-05-14/
  Tick cache: LESL → +406 ticks (total 55,477)
  Tick cache: QUCY → +274 ticks (total 438)
  Tick cache: MOBX → +106 ticks (total 52,748)
  Tick cache: LNKS → +38 ticks (total 52,163)
📦 Tick cache saved: 4 symbols → tick_cache_alpaca/2026-05-14/
  Tick cache: LESL → +288 ticks (total 55,765)
  Tick cache: QUCY → +185 ticks (total 623)
  Tick cache: LNKS → +18 ticks (total 52,181)
  Tick cache: MOBX → +88 ticks (total 52,836)
📦 Tick cache saved: 4 symbols → tick_cache_alpaca/2026-05-14/
  Tick cache: QUCY → +186 ticks (total 809)
  Tick cache: MOBX → +107 ticks (total 52,943)
  Tick cache: LESL → +266 ticks (total 56,031)
  Tick cache: LNKS → +26 ticks (total 52,207)
📦 Tick cache saved: 4 symbols → tick_cache_alpaca/2026-05-14/
  [SEED] QUCY: 50135 ticks so far, jumping to recent 90min for full context
🔥 Seeded QUCY: 51145 ticks → 0 bars (51145 ticks/bar avg)
✅ Subscribed: QUCY
  TICK AUDIT: LESL: 3731 ticks in last 60s, last_price=$4.12, last_tick_time=12:44:14
  TICK AUDIT: LNKS: 226 ticks in last 60s, last_price=$2.11, last_tick_time=12:44:14
  TICK AUDIT: MOBX: 370 ticks in last 60s, last_price=$3.18, last_tick_time=12:44:14
  TICK AUDIT: QUCY: 0 ticks in last 60s, last_price=$2.71, last_tick_time=12:44:15
⚠️ TICK DROUGHT: QUCY — 0 ticks in last audit period. Resubscribing (attempt 1/3)...

📡 Sub-bot: 3 new symbols from main bot's watchlist: ['AEHL', 'ATRA', 'SST']
  Tick cache: LESL → +233 ticks (total 56,264)
  Tick cache: QUCY → +51,335 ticks (total 52,144)
  Tick cache: MOBX → +118 ticks (total 53,061)
  Tick cache: LNKS → +25 ticks (total 52,232)
  Tick cache: AEHL → +2 ticks (total 2)
📦 Tick cache saved: 5 symbols → tick_cache_alpaca/2026-05-14/
[12:45 ET] LESL CHART | O=4.10 H=4.12 L=4.07 C=4.12 V=115,371 | EMA9=none VWAP=2.72 (+51.3%) HOD=4.50 PM_H=1.99 | MACD=N/A vol_ratio=0.0x avg_vol=0 bars=0 | sq=N/A armed=none
[12:45 ET] QUCY CHART | O=2.72 H=2.72 L=2.65 C=2.67 V=72,099 | EMA9=none VWAP=1.84 (+44.8%) HOD=3.13 PM_H=2.11 | MACD=N/A vol_ratio=0.0x avg_vol=0 bars=0 | sq=N/A armed=none
[12:45 ET] MOBX CHART | O=3.17 H=3.19 L=3.16 C=3.18 V=99,760 | EMA9=none VWAP=2.36 (+34.9%) HOD=3.28 PM_H=2.64 | MACD=N/A vol_ratio=0.0x avg_vol=0 bars=0 | sq=N/A armed=none
[12:45 ET] LNKS CHART | O=2.10 H=2.12 L=2.09 C=2.10 V=6,123 | EMA9=none VWAP=2.02 (+4.1%) HOD=2.47 PM_H=2.47 | MACD=N/A vol_ratio=0.0x avg_vol=0 bars=0 | sq=N/A armed=none
  Tick cache: MOBX → +79 ticks (total 53,140)
  Tick cache: LESL → +179 ticks (total 56,443)
  Tick cache: QUCY → +231 ticks (total 52,375)
  Tick cache: LNKS → +28 ticks (total 52,260)
📦 Tick cache saved: 4 symbols → tick_cache_alpaca/2026-05-14/
  Tick cache: QUCY → +191 ticks (total 52,566)
  Tick cache: MOBX → +74 ticks (total 53,214)
  Tick cache: LESL → +289 ticks (total 56,732)
  Tick cache: LNKS → +22 ticks (total 52,282)
📦 Tick cache saved: 4 symbols → tick_cache_alpaca/2026-05-14/
  Tick cache: QUCY → +171 ticks (total 52,737)
  Tick cache: LESL → +299 ticks (total 57,031)
  Tick cache: MOBX → +80 ticks (total 53,294)
  Tick cache: LNKS → +13 ticks (total 52,295)
📦 Tick cache saved: 4 symbols → tick_cache_alpaca/2026-05-14/
  [SEED] AEHL: 50448 ticks so far, jumping to recent 90min for full context
🔥 Seeded AEHL: 51492 ticks → 0 bars (51492 ticks/bar avg)
✅ Subscribed: AEHL
[WB] [12:46 ET] ATRA WB_DOWNWAVE: wave_id=1 score=0 (< 7, no arm)
[WB] [12:46 ET] ATRA WB_DOWNWAVE: wave_id=2 score=4 (< 7, no arm)
[WB] [12:46 ET] ATRA WB_DOWNWAVE: wave_id=3 score=3 (< 7, no arm)
[WB] [12:46 ET] ATRA WB_OBSERVE: wave_id=4 dir=up mag=2.19%
[WB] [12:46 ET] ATRA WB_DOWNWAVE: wave_id=5 score=5 (< 7, no arm)
[WB] [12:46 ET] ATRA WB_DOWNWAVE: wave_id=6 score=3 (< 7, no arm)
[WB] [12:46 ET] ATRA WB_DOWNWAVE: wave_id=7 score=4 (< 7, no arm)
[WB] [12:46 ET] ATRA WB_OBSERVE: wave_id=8 dir=up mag=5.78%
[WB] [12:46 ET] ATRA WB_OBSERVE: wave_id=9 dir=up mag=2.04%
[WB] [12:46 ET] ATRA WB_OBSERVE: wave_id=10 dir=up mag=1.85%
[WB] [12:46 ET] ATRA WB_OBSERVE: wave_id=11 dir=up mag=3.36%
[WB] [12:46 ET] ATRA WB_OBSERVE: wave_id=12 dir=up mag=1.78%
[WB] [12:46 ET] ATRA WB_OBSERVE: wave_id=13 dir=up mag=1.49%
[WB] [12:46 ET] ATRA WB_DOWNWAVE: wave_id=14 score=3 (< 7, no arm)
[WB] [12:46 ET] ATRA WB_OBSERVE: wave_id=15 dir=up mag=1.63%
[WB] [12:46 ET] ATRA WB_OBSERVE: wave_id=16 dir=up mag=1.30%
[WB] [12:46 ET] ATRA WB_OBSERVE: wave_id=17 dir=up mag=2.50%
[WB] [12:46 ET] ATRA WB_DOWNWAVE: wave_id=18 score=2 (< 7, no arm)
[WB] [12:46 ET] ATRA WB_DOWNWAVE: wave_id=19 score=5 (< 7, no arm)
[WB] [12:46 ET] ATRA WB_OBSERVE: wave_id=20 dir=up mag=2.58%
[WB] [12:46 ET] ATRA WB_ARMED: score=9 wave_id=21 prov_entry=9.8250 stop=9.6957
[WB] [12:46 ET] ATRA WB_OBSERVE: wave_id=22 dir=up mag=1.43%
🔥 Seeded ATRA: 2393 ticks → 0 bars (2393 ticks/bar avg)
✅ Subscribed: ATRA
[WB] [12:46 ET] SST WB_DOWNWAVE: wave_id=1 score=4 (< 7, no arm)
[WB] [12:46 ET] SST WB_DOWNWAVE: wave_id=2 score=2 (< 7, no arm)
[WB] [12:46 ET] SST WB_OBSERVE: wave_id=3 dir=up mag=1.02%
[WB] [12:46 ET] SST WB_DOWNWAVE: wave_id=4 score=4 (< 7, no arm)
[WB] [12:46 ET] SST WB_OBSERVE: wave_id=5 dir=up mag=1.18%
[WB] [12:46 ET] SST WB_DOWNWAVE: wave_id=6 score=4 (< 7, no arm)
[WB] [12:46 ET] SST WB_DOWNWAVE: wave_id=7 score=3 (< 7, no arm)
[WB] [12:46 ET] SST WB_DOWNWAVE: wave_id=8 score=5 (< 7, no arm)
[WB] [12:46 ET] SST WB_OBSERVE: wave_id=9 dir=up mag=2.32%
[WB] [12:46 ET] SST WB_DOWNWAVE: wave_id=10 score=3 (< 7, no arm)
[WB] [12:46 ET] SST WB_OBSERVE: wave_id=11 dir=up mag=2.00%
[WB] [12:46 ET] SST WB_DOWNWAVE: wave_id=12 score=6 (< 7, no arm)
[WB] [12:46 ET] SST WB_DOWNWAVE: wave_id=13 score=6 (< 7, no arm)
[WB] [12:46 ET] SST WB_OBSERVE: wave_id=14 dir=up mag=1.15%
[WB] [12:46 ET] SST WB_DOWNWAVE: wave_id=15 score=6 (< 7, no arm)
[WB] [12:46 ET] SST WB_OBSERVE: wave_id=16 dir=up mag=1.30%
[WB] [12:46 ET] SST WB_OBSERVE: wave_id=17 dir=up mag=3.03%
[WB] [12:46 ET] SST WB_OBSERVE: wave_id=18 dir=up mag=1.36%
[WB] [12:46 ET] SST WB_DOWNWAVE: wave_id=19 score=3 (< 7, no arm)
[WB] [12:46 ET] SST WB_OBSERVE: wave_id=20 dir=up mag=2.11%
[WB] [12:46 ET] SST WB_ARMED: score=7 wave_id=21 prov_entry=3.3600 stop=3.3466
[WB] [12:46 ET] SST WB_DOWNWAVE: wave_id=22 score=6 (< 7, no arm)
[WB] [12:46 ET] SST WB_DOWNWAVE: wave_id=23 score=4 (< 7, no arm)
[WB] [12:46 ET] SST WB_OBSERVE: wave_id=24 dir=up mag=0.90%
[WB] [12:46 ET] SST WB_DOWNWAVE: wave_id=25 score=5 (< 7, no arm)
[WB] [12:46 ET] SST WB_DOWNWAVE: wave_id=26 score=6 (< 7, no arm)
[WB] [12:46 ET] SST WB_OBSERVE: wave_id=27 dir=up mag=0.90%
[WB] [12:46 ET] SST WB_OBSERVE: wave_id=28 dir=up mag=1.21%
[WB] [12:46 ET] SST WB_OBSERVE: wave_id=29 dir=up mag=1.21%
[WB] [12:46 ET] SST WB_OBSERVE: wave_id=30 dir=up mag=0.90%
[WB] [12:46 ET] SST WB_DOWNWAVE: wave_id=31 score=3 (< 7, no arm)
[WB] [12:46 ET] SST WB_ARMED: score=7 wave_id=32 prov_entry=3.3350 stop=3.3121
[WB] [12:46 ET] SST WB_ARMED: score=7 wave_id=33 prov_entry=3.3599 stop=3.3416
[WB] [12:46 ET] SST WB_OBSERVE: wave_id=34 dir=up mag=1.20%
[WB] [12:46 ET] SST WB_OBSERVE: wave_id=35 dir=up mag=1.19%
🔥 Seeded SST: 1409 ticks → 0 bars (1409 ticks/bar avg)
✅ Subscribed: SST
⚠️ HALT DETECTED: AEHL (volatility)
  TICK AUDIT: AEHL: 0 ticks in last 60s, last_price=$4.42, last_tick_time=12:44:18
  TICK AUDIT: ATRA: 0 ticks in last 60s, last_price=$9.90, last_tick_time=12:46:18
  TICK AUDIT: LESL: 1046 ticks in last 60s, last_price=$4.11, last_tick_time=12:46:24
  TICK AUDIT: LNKS: 88 ticks in last 60s, last_price=$2.09, last_tick_time=12:46:21
  TICK AUDIT: MOBX: 352 ticks in last 60s, last_price=$3.19, last_tick_time=12:46:24
  TICK AUDIT: QUCY: 840 ticks in last 60s, last_price=$2.69, last_tick_time=12:46:24
  TICK AUDIT: SST: 0 ticks in last 60s, last_price=$3.38, last_tick_time=12:46:23
⚠️ TICK DROUGHT: ATRA — 0 ticks in last audit period. Resubscribing (attempt 1/3)...
⚠️ TICK DROUGHT: AEHL — 0 ticks in last audit period. Resubscribing (attempt 1/3)...
⚠️ TICK DROUGHT: SST — 0 ticks in last audit period. Resubscribing (attempt 1/3)...
  Tick cache: QUCY → +159 ticks (total 52,896)
  Tick cache: MOBX → +77 ticks (total 53,371)
  Tick cache: LESL → +303 ticks (total 57,334)
  Tick cache: LNKS → +26 ticks (total 52,321)
  Tick cache: AEHL → +51,494 ticks (total 51,496)
  Tick cache: ATRA → +2,398 ticks (total 2,398)
  Tick cache: SST → +1,412 ticks (total 1,412)
📦 Tick cache saved: 7 symbols → tick_cache_alpaca/2026-05-14/
[12:47:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=474 | AEHL:0t/? ATRA:0t/? LESL:233t/? LNKS:29t/? MOBX:70t/? QUCY:141t/? SST:1t/?
[12:47:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=492 | AEHL:0t/? ATRA:0t/? LESL:241t/? LNKS:29t/? MOBX:71t/? QUCY:150t/? SST:1t/?
[WB] [12:47 ET] ATRA WB_DOWNWAVE: wave_id=23 score=5 (< 7, no arm)
  Tick cache: LESL → +200 ticks (total 57,534)
  Tick cache: MOBX → +76 ticks (total 53,447)
  Tick cache: QUCY → +188 ticks (total 53,084)
  Tick cache: LNKS → +29 ticks (total 52,350)
  Tick cache: ATRA → +2 ticks (total 2,400)
📦 Tick cache saved: 5 symbols → tick_cache_alpaca/2026-05-14/
  TICK AUDIT: AEHL: 0 ticks in last 60s, last_price=$4.42, last_tick_time=12:46:28
  TICK AUDIT: ATRA: 2 ticks in last 60s, last_price=$9.83, last_tick_time=12:47:04
  TICK AUDIT: LESL: 398 ticks in last 60s, last_price=$4.09, last_tick_time=12:47:25
  TICK AUDIT: LNKS: 58 ticks in last 60s, last_price=$2.06, last_tick_time=12:47:25
  TICK AUDIT: MOBX: 126 ticks in last 60s, last_price=$3.17, last_tick_time=12:47:24
  TICK AUDIT: QUCY: 329 ticks in last 60s, last_price=$2.75, last_tick_time=12:47:25
  TICK AUDIT: SST: 1 ticks in last 60s, last_price=$3.38, last_tick_time=12:46:31
⚠️ TICK DROUGHT: AEHL — 0 ticks in last audit period. Resubscribing (attempt 2/3)...
  Tick cache: MOBX → +59 ticks (total 53,506)
  Tick cache: LESL → +190 ticks (total 57,724)
  Tick cache: QUCY → +271 ticks (total 53,355)
  Tick cache: LNKS → +35 ticks (total 52,385)
  Tick cache: AEHL → +2 ticks (total 51,498)
📦 Tick cache saved: 5 symbols → tick_cache_alpaca/2026-05-14/
[12:48:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=556 | AEHL:2t/? ATRA:0t/? LESL:216t/? LNKS:31t/? MOBX:62t/? QUCY:245t/? SST:0t/?
[12:48:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=572 | AEHL:2t/? ATRA:0t/? LESL:224t/? LNKS:31t/? MOBX:65t/? QUCY:250t/? SST:0t/?
[WB] [12:48 ET] SST WB_OBSERVE: wave_id=36 dir=up mag=1.17%
  Tick cache: LESL → +237 ticks (total 57,961)
  Tick cache: QUCY → +229 ticks (total 53,584)
  Tick cache: MOBX → +53 ticks (total 53,559)
  Tick cache: LNKS → +16 ticks (total 52,401)
  Tick cache: ATRA → +6 ticks (total 2,406)
  Tick cache: SST → +4 ticks (total 1,416)
📦 Tick cache saved: 6 symbols → tick_cache_alpaca/2026-05-14/
  TICK AUDIT: AEHL: 2 ticks in last 60s, last_price=$4.42, last_tick_time=12:47:27
  TICK AUDIT: ATRA: 6 ticks in last 60s, last_price=$9.83, last_tick_time=12:48:17
  TICK AUDIT: LESL: 410 ticks in last 60s, last_price=$4.02, last_tick_time=12:48:25
  TICK AUDIT: LNKS: 42 ticks in last 60s, last_price=$2.06, last_tick_time=12:48:23
  TICK AUDIT: MOBX: 108 ticks in last 60s, last_price=$3.18, last_tick_time=12:48:24
  TICK AUDIT: QUCY: 464 ticks in last 60s, last_price=$2.77, last_tick_time=12:48:25
  TICK AUDIT: SST: 7 ticks in last 60s, last_price=$3.43, last_tick_time=12:48:20
  Tick cache: QUCY → +295 ticks (total 53,879)
  Tick cache: LESL → +250 ticks (total 58,211)
  Tick cache: MOBX → +73 ticks (total 53,632)
  Tick cache: LNKS → +13 ticks (total 52,414)
  Tick cache: SST → +7 ticks (total 1,423)
